transaction_id,items
247,chocolate;cookies;butter;flour
248,grapes;butter;rice;sugar;coffee
249,apples;rice;potatoes;soap
250,potatoes;grapes
251,cereal;eggs
252,toothpaste;coffee;yogurt;chocolate;sugar
253,salt;tomatoes;shampoo;grapes;oranges;napkins;eggs
254,juice;tomatoes;milk;flour;coffee;cereal
255,shampoo;pens;butter;cereal;olive oil
256,tea;pencil
257,peanut butter;napkins
258,sugar;bananas;cookies;onion;olive oil;grapes
259,cereal;sugar
260,milk;bread;peanut butter
261,cookies;apples;napkins;pencil
262,milk;eggs;flour
263,tea;oranges;onion;pencil;chocolate;grapes
264,grapes;toothpaste;oranges;salt;pencil
265,soap;pens;potatoes;juice;onion;apples
266,yogurt;toothpaste;chocolate;tomatoes
267,kiwi;cakes;pencil;soap;tomatoes
268,sugar;coffee;flour;yogurt;oranges
269,cookies;onion;shampoo;eggs;rice;detergent
270,potatoes;cakes;juice;oranges;milk;kiwi;tomatoes
271,potatoes;oranges;tomatoes;eggs;salt;cakes
272,shampoo;salt;potatoes;oranges;detergent
273,sugar;butter;juice;tea;olive oil
274,sugar;toothpaste
275,bananas;juice;chocolate;peanut butter;oranges
276,tomatoes;eggs;flour;peanut butter;butter;soap;chocolate
277,shampoo;onion
278,detergent;olive oil;potatoes;juice
279,kiwi;coffee;tomatoes;olive oil;rice
280,cakes;shampoo
281,yogurt;chocolate;peanut butter;eggs;pens
282,juice;coffee;oranges;kiwi
283,eggs;peanut butter;milk;chocolate;pencil;coffee
284,potatoes;coffee;bananas;peanut butter;napkins;oranges
285,sugar;soap;milk;tomatoes
286,eggs;coffee;milk;tomatoes
287,pencil;chocolate;apples;rice;potatoes;tomatoes;kiwi
288,napkins;onion;flour;milk
289,oranges;peanut butter;kiwi
290,bananas;coffee;shampoo;eggs;sugar;oranges
291,eggs;potatoes;tomatoes;detergent;pens;tea
292,yogurt;shampoo;grapes;cereal;rice;coffee
293,cakes;shampoo;sugar;potatoes;eggs;chocolate;soap
294,flour;cakes;sugar;detergent;onion
295,shampoo;toothpaste;peanut butter;eggs
296,pens;yogurt;olive oil;kiwi;soap;sugar
297,bread;juice;detergent
298,kiwi;cookies;peanut butter;tomatoes
299,butter;shampoo;olive oil
300,pencil;tomatoes;flour
301,tea;grapes;pens;juice;soap
302,chocolate;cakes;onion;bananas;rice;cookies
303,salt;kiwi
304,coffee;potatoes;oranges;grapes;napkins;pens;cakes
305,milk;detergent;flour;sugar;apples;bananas;shampoo
306,cereal;potatoes;pencil;cookies
307,cakes;sugar;cookies;juice
308,pens;toothpaste;oranges
309,napkins;grapes
310,olive oil;cakes;tea;oranges;potatoes;cereal;apples
311,tea;cakes;peanut butter;cereal;tomatoes;coffee
312,tomatoes;chocolate;bananas;bread;butter;toothpaste;soap
313,grapes;eggs;pencil;cakes;olive oil;salt
314,chocolate;bread;grapes;tea;oranges
315,cakes;kiwi;coffee;milk
316,tea;coffee
317,rice;toothpaste;tea;cakes;salt;tomatoes;soap
318,oranges;toothpaste;bananas
319,onion;bananas;salt;sugar
320,soap;detergent;milk;grapes;eggs;salt
321,peanut butter;tea;juice
322,coffee;butter;juice;soap;rice;cereal;onion
323,shampoo;eggs;yogurt;tomatoes;cakes;tea;olive oil
324,butter;tomatoes;pencil;rice
325,peanut butter;salt;juice;bananas;yogurt;coffee
326,sugar;shampoo;pencil;yogurt
327,shampoo;tea;flour;grapes;chocolate;pencil;rice
328,pencil;butter;salt;soap;grapes;bananas
329,soap;chocolate;bread;olive oil;napkins;coffee;tomatoes
330,potatoes;shampoo
331,milk;oranges
332,chocolate;eggs;bananas
333,potatoes;shampoo;detergent;rice;toothpaste;flour
334,milk;chocolate
335,salt;butter;cakes;cookies;grapes
336,rice;napkins;bread;onion;butter;juice;milk
337,shampoo;cereal;peanut butter;napkins
338,cookies;milk;oranges
339,rice;shampoo;tomatoes;salt;tea
340,oranges;peanut butter;shampoo;potatoes;pencil;tomatoes;tea
341,rice;chocolate;bread;cookies;juice;kiwi;soap
342,cakes;napkins;grapes
343,chocolate;toothpaste;milk;tomatoes
344,sugar;soap
345,detergent;pens;eggs;cereal;napkins;peanut butter;bananas
346,salt;oranges;shampoo
347,tea;milk;rice;pencil;olive oil
348,cookies;potatoes
349,yogurt;salt;flour;tea
350,peanut butter;tomatoes;milk;kiwi;salt;butter
351,milk;sugar;tomatoes;olive oil
352,yogurt;potatoes;tomatoes;coffee;sugar;chocolate;shampoo
353,bananas;grapes;tomatoes;bread
354,cereal;pens;sugar;salt;apples;cakes;toothpaste
355,peanut butter;sugar;cakes;cookies;soap;shampoo
356,soap;sugar;flour;bananas;tea;grapes;tomatoes
357,pens;detergent;toothpaste;cereal;coffee
358,potatoes;salt;pencil;tea;yogurt;chocolate
359,soap;milk;chocolate;olive oil
360,kiwi;salt;cookies;flour;juice;milk
361,cakes;potatoes;kiwi;juice;peanut butter
362,pens;cakes;yogurt;salt;onion
363,napkins;olive oil;toothpaste
364,sugar;napkins;grapes;tomatoes;soap
365,toothpaste;cakes;kiwi;peanut butter;rice;grapes
366,peanut butter;napkins
367,detergent;peanut butter;butter;apples;pencil;juice
368,milk;bread;chocolate;soap;bananas
369,juice;onion;chocolate;peanut butter;oranges
370,olive oil;shampoo;butter;cookies;milk
371,soap;chocolate
372,chocolate;potatoes;onion;olive oil
373,olive oil;bananas;milk;coffee;detergent
374,toothpaste;potatoes;sugar;shampoo;bread;oranges
375,salt;yogurt;soap;sugar
376,coffee;napkins;tea;peanut butter;potatoes;cakes
377,chocolate;coffee
378,cookies;pens;peanut butter;potatoes;soap;chocolate;tea
379,grapes;detergent;milk;salt;soap;eggs;peanut butter
380,flour;juice;peanut butter;cakes;tomatoes;bread
381,eggs;potatoes;pens;coffee;cookies;grapes;peanut butter
382,cookies;onion;apples;flour;yogurt;cereal;oranges
383,cereal;pens;olive oil;detergent;juice
384,milk;cereal;butter;yogurt;coffee;cakes;bread
385,salt;rice;toothpaste;coffee;tea
386,bread;detergent;kiwi;cookies;milk;butter;potatoes
387,sugar;peanut butter;cereal
388,napkins;salt;cakes;rice;butter;soap;chocolate
389,peanut butter;cookies;eggs;soap
390,potatoes;peanut butter;bananas;tomatoes
391,shampoo;bread;detergent;cereal
392,butter;milk;kiwi
393,cakes;olive oil;grapes;coffee;shampoo;bread
394,flour;juice;kiwi
395,coffee;detergent;kiwi;milk;apples
396,yogurt;pens;salt;toothpaste;shampoo;cakes
397,onion;peanut butter;salt;juice;tomatoes
398,flour;bananas;toothpaste;detergent;tomatoes;cereal;pens
399,bananas;soap;napkins
400,peanut butter;bananas;apples
401,kiwi;coffee;peanut butter;toothpaste
402,napkins;milk;pencil;bread;flour;olive oil;kiwi
403,coffee;yogurt
404,toothpaste;bread;tea;tomatoes;apples;chocolate;yogurt
405,onion;rice;soap;pencil
406,salt;tomatoes;onion;coffee;juice;napkins
407,detergent;salt;cakes
408,bread;eggs
409,shampoo;butter;coffee
410,apples;bread;chocolate;cakes
411,cookies;toothpaste
412,yogurt;soap;olive oil;sugar
413,cookies;peanut butter;rice;sugar;olive oil;shampoo;oranges
414,potatoes;toothpaste;chocolate;pens;detergent
415,cereal;cakes;coffee;eggs;sugar;pencil
416,shampoo;chocolate
417,cookies;juice
418,olive oil;onion;peanut butter;butter;oranges;tomatoes
419,shampoo;cookies;cereal;napkins
420,olive oil;shampoo
421,toothpaste;milk
422,pens;toothpaste;peanut butter;grapes;butter;flour
423,sugar;grapes;onion;milk;pens;apples;chocolate
424,oranges;bananas;pencil
425,oranges;juice;detergent;bananas
426,pens;rice;milk;chocolate
427,shampoo;eggs;tomatoes;milk;tea
428,rice;soap
429,milk;flour;pens;apples;eggs;toothpaste
430,toothpaste;pencil;eggs;flour
431,toothpaste;tea;potatoes
432,onion;cookies;bananas;pens
433,grapes;cakes;kiwi;bananas;juice;sugar
434,shampoo;juice
435,bananas;soap;shampoo
436,cereal;juice;milk
437,peanut butter;flour;pens;toothpaste;chocolate;olive oil
438,salt;cakes;sugar;potatoes
439,flour;pens;potatoes;milk;grapes;butter;peanut butter
440,rice;pencil;butter;cakes;grapes;olive oil;salt
441,eggs;salt;tea;cereal;toothpaste;oranges;potatoes
442,rice;detergent;cakes;flour;sugar
443,potatoes;toothpaste;napkins;grapes;butter;cereal;pencil
444,milk;eggs;cookies;olive oil;kiwi;yogurt
445,tomatoes;shampoo;pencil;rice;bananas;butter;chocolate
446,juice;butter;eggs
447,bananas;oranges;kiwi;soap;eggs;peanut butter;chocolate
448,cereal;detergent;kiwi;pencil;yogurt;potatoes;apples
449,onion;cookies;detergent
450,cereal;soap;cakes
451,salt;peanut butter;onion;flour;butter;olive oil
452,sugar;bread;chocolate;olive oil
453,toothpaste;kiwi;detergent;salt;cereal
454,salt;pens;bananas;flour
455,potatoes;grapes;milk;butter;peanut butter;shampoo;chocolate
456,peanut butter;potatoes;onion;coffee;flour
457,cakes;napkins;coffee;bread;toothpaste
458,tea;yogurt;milk
459,napkins;rice;toothpaste;shampoo;butter;salt;grapes
460,bananas;oranges;detergent;pens;coffee;grapes
461,pens;milk
462,flour;oranges;tea;napkins;apples;kiwi;bread
463,chocolate;juice;detergent;napkins;grapes
464,pens;apples
465,butter;peanut butter
466,olive oil;pencil
467,kiwi;potatoes;cakes
468,bread;tea;butter
469,tomatoes;chocolate;soap;toothpaste;cakes
470,flour;sugar;coffee;pens;pencil;bananas;salt
471,bananas;tomatoes;onion;detergent;toothpaste;butter;cakes
472,apples;yogurt
473,napkins;pencil
474,coffee;kiwi;shampoo;bread;grapes;cookies;napkins
475,detergent;butter;grapes;toothpaste;bananas;coffee;milk
476,bananas;rice;toothpaste;pencil;yogurt;apples
477,potatoes;soap;oranges
478,yogurt;cakes;eggs;coffee
479,milk;tomatoes;olive oil;tea;juice
480,pencil;flour
481,coffee;soap
482,grapes;butter;shampoo;napkins
483,tea;eggs;pencil
484,eggs;tomatoes;peanut butter
485,oranges;tomatoes;butter
486,eggs;potatoes;salt
487,kiwi;tomatoes;apples;sugar
488,chocolate;butter;kiwi;milk;tomatoes
489,pencil;shampoo;olive oil
490,kiwi;grapes;tomatoes;tea;salt
491,apples;peanut butter;pens;eggs;tomatoes
492,cakes;yogurt;coffee;onion;tomatoes;oranges;milk
493,butter;napkins;potatoes;oranges
494,pencil;butter;pens
495,detergent;oranges;chocolate;bread
496,napkins;onion;toothpaste
497,milk;sugar
498,soap;coffee
499,eggs;coffee;flour;yogurt;cereal;pens
500,milk;sugar;yogurt;napkins;tea;kiwi;cakes
501,rice;soap;salt;peanut butter
502,napkins;cakes;yogurt;onion;milk;pens;soap
503,chocolate;cookies;onion;rice;grapes
504,toothpaste;cereal;flour;soap;potatoes;pens;tea
505,pens;napkins
506,sugar;cakes;bread
507,potatoes;pencil;soap;onion;bananas;flour;sugar
508,soap;olive oil;pens;bananas;chocolate
509,tomatoes;kiwi;eggs;cookies;coffee;shampoo;rice
510,bananas;soap;coffee
511,kiwi;apples;bread;flour;olive oil
512,flour;shampoo;rice;onion;olive oil;eggs;coffee
513,olive oil;potatoes;rice;apples;cakes;juice
514,pens;tomatoes;cookies;potatoes
515,sugar;coffee;toothpaste;cereal
516,detergent;tea;cakes;juice;flour;chocolate
517,shampoo;salt;bananas;potatoes;grapes;soap;tea
518,grapes;coffee
519,kiwi;yogurt;toothpaste;chocolate;cookies;bread;tomatoes
520,yogurt;coffee;butter;cereal;flour;cookies
521,rice;pencil;soap;grapes;onion
522,pencil;eggs;apples;cereal;butter
523,oranges;kiwi;soap;pencil;butter;tomatoes;rice
524,onion;toothpaste;cookies;bread
525,napkins;salt;sugar;onion;detergent;toothpaste;peanut butter
526,tea;toothpaste
527,rice;sugar;toothpaste;napkins;peanut butter;bananas
528,milk;salt;juice;cookies;potatoes;detergent;tomatoes
529,potatoes;olive oil;eggs;pens
530,milk;eggs;cereal;tomatoes;cakes;salt
531,rice;yogurt;cakes;potatoes;oranges;tomatoes
532,shampoo;juice;tea;apples
533,milk;onion;eggs;olive oil;napkins
534,napkins;pens;shampoo;yogurt;tomatoes
535,grapes;flour;potatoes;olive oil;milk;cookies
536,peanut butter;yogurt;eggs;flour;olive oil;chocolate
537,olive oil;cookies;butter;chocolate;bananas
538,shampoo;cereal;napkins;juice;chocolate;pens;salt
539,sugar;bananas;shampoo
540,tea;tomatoes;shampoo;cookies
541,cereal;tea;pencil
542,milk;cereal;juice
543,tea;butter;sugar;napkins;tomatoes;yogurt
544,peanut butter;olive oil;napkins;milk;pencil;bread;coffee
545,milk;pens
546,butter;milk
547,milk;cakes;oranges;tea;yogurt;pens;cookies
548,soap;napkins;oranges;peanut butter;salt;milk;shampoo
549,eggs;shampoo;oranges;tomatoes;soap
550,butter;chocolate;flour;cakes;yogurt;peanut butter
551,tomatoes;toothpaste
552,tea;oranges;soap;butter;onion;kiwi;cereal
553,napkins;butter;salt
554,coffee;milk;napkins;juice
555,kiwi;toothpaste
556,cookies;yogurt
557,toothpaste;apples;pencil;onion;milk
558,sugar;yogurt;pencil;toothpaste;shampoo;milk;bananas
559,chocolate;bread;bananas;rice;coffee;salt;tomatoes
560,soap;sugar
561,flour;pencil;salt;bananas;tea;juice;apples
562,detergent;oranges;milk
563,flour;shampoo;apples;detergent;tea;yogurt
564,pencil;milk
565,oranges;flour;eggs;tomatoes;kiwi
566,salt;chocolate
567,milk;eggs;potatoes;oranges
568,apples;yogurt;flour;rice;chocolate;kiwi
569,potatoes;pens;sugar;coffee;flour;pencil;kiwi
570,kiwi;milk
571,eggs;tea
572,salt;milk;cakes;butter;tomatoes
573,peanut butter;grapes;sugar
574,olive oil;onion;soap
575,juice;cakes;napkins;eggs
576,cakes;napkins
577,oranges;apples;rice;toothpaste;yogurt;olive oil;onion
578,pens;chocolate;butter;coffee;tomatoes;eggs
579,oranges;grapes;apples;bread;cereal
580,juice;soap
581,peanut butter;pens;cereal;tea;onion;bananas
582,potatoes;butter;bananas;olive oil;detergent;bread;kiwi
583,salt;soap;oranges
584,pencil;cakes;juice;tomatoes
585,cookies;toothpaste;juice;sugar;rice
586,apples;milk
587,apples;yogurt;cakes;rice;bread;shampoo;soap
588,bread;yogurt;rice;oranges;chocolate;eggs;milk
589,cookies;grapes;yogurt;soap;cereal;milk;bread
590,bread;oranges
591,toothpaste;olive oil;chocolate;juice;napkins
592,yogurt;chocolate;tomatoes;milk;eggs;juice
593,cookies;flour;chocolate;bread;apples;grapes
594,cakes;bananas
595,chocolate;eggs;potatoes;rice;bananas
596,pens;flour;yogurt;cookies;cereal;chocolate
597,butter;oranges;chocolate;cookies
598,juice;rice;cookies;soap;bread;grapes
599,oranges;toothpaste;peanut butter;sugar;salt
600,toothpaste;apples
601,onion;peanut butter;sugar;cakes
602,chocolate;napkins;onion;cakes;potatoes
603,pens;grapes
604,tea;apples;coffee
605,eggs;sugar
606,cereal;cakes
607,napkins;juice;potatoes;butter;tomatoes
608,flour;pens
609,chocolate;toothpaste;olive oil;bananas;peanut butter;juice;bread
610,soap;oranges;juice
611,milk;cakes;peanut butter;bread;salt
612,salt;shampoo;butter;flour;oranges
613,milk;kiwi;potatoes
614,yogurt;shampoo
615,salt;pens;cookies;tea;cereal
616,sugar;toothpaste;bread;cookies;tomatoes
617,sugar;bananas;cereal
618,potatoes;tomatoes;cakes;tea
619,olive oil;juice;sugar;bread;rice
620,soap;shampoo
621,cakes;kiwi;flour;juice;soap;shampoo
622,cookies;apples;juice
623,milk;onion;soap
624,tomatoes;bread;oranges;grapes
625,onion;shampoo
626,tomatoes;coffee;cookies
627,toothpaste;juice
628,pencil;soap;napkins
629,eggs;pencil
630,tea;cereal;rice
631,butter;shampoo;potatoes;bananas
632,cakes;peanut butter;olive oil;cereal;shampoo;butter
633,juice;tomatoes;butter;eggs;milk
634,onion;cakes;grapes;eggs;tea
635,napkins;tea;olive oil;salt;eggs
636,rice;grapes;salt;flour
637,butter;juice
638,tea;flour;yogurt;kiwi;cakes
639,cakes;butter;napkins;pens;soap;chocolate;grapes
640,eggs;tea;rice
641,cakes;salt;tea
642,grapes;tea;detergent;peanut butter;toothpaste;oranges
643,onion;napkins;butter;potatoes;tomatoes;cakes
644,tomatoes;juice
645,flour;grapes;detergent
646,coffee;onion
647,coffee;rice;salt
648,grapes;potatoes
649,potatoes;cookies;pencil;bread;detergent;rice
650,chocolate;soap
651,kiwi;coffee;potatoes;yogurt;oranges;tomatoes
652,pencil;napkins;salt;yogurt;tomatoes;tea;butter
653,tea;flour;coffee;peanut butter;pens;tomatoes;onion
654,peanut butter;milk;rice;apples
655,soap;bananas;tomatoes;sugar;yogurt;olive oil;toothpaste
656,kiwi;napkins;potatoes
657,oranges;cakes;tea;salt
658,tomatoes;coffee;shampoo
659,bread;cereal
660,oranges;tea;bread
661,apples;juice
662,shampoo;pens;yogurt;napkins;eggs
663,eggs;kiwi;detergent;flour
664,shampoo;oranges;bananas
665,grapes;salt;bread;kiwi
666,coffee;yogurt
667,yogurt;oranges;tomatoes;coffee;detergent
668,grapes;pencil;detergent;salt;tomatoes;sugar;cereal
669,juice;kiwi;coffee
670,onion;pens;bread
671,peanut butter;sugar;cookies;juice;grapes;onion;olive oil
672,napkins;potatoes;grapes;rice;apples;cereal
673,peanut butter;detergent
674,kiwi;grapes;cereal
675,peanut butter;tomatoes;detergent
676,sugar;soap
677,napkins;bread;tomatoes;eggs;rice
678,eggs;chocolate;rice;shampoo
679,bread;shampoo
680,bread;flour;butter;juice;potatoes
681,kiwi;tomatoes;coffee;rice;soap;butter;cereal
682,flour;juice;pens;onion;detergent;bread
683,detergent;cakes;sugar;tomatoes;soap
684,bananas;potatoes;juice;eggs;flour;tomatoes;pencil
685,onion;milk;bananas
686,tomatoes;pencil;onion;potatoes;bread
687,oranges;tomatoes;eggs;soap
688,salt;butter;bread;flour;pencil;apples
689,pens;cookies;cereal;oranges;toothpaste;peanut butter;pencil
690,kiwi;olive oil;peanut butter;eggs;juice;soap
691,tea;pens;bread;eggs
692,napkins;detergent;grapes;tomatoes;milk;onion;oranges
693,soap;bananas;onion;shampoo;toothpaste;yogurt
